"id","name","img","asin","price","mrp","rating","ratingTotal","discount","seller","purl"
537,Day Cream With UV Protection,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22911482/2023/4/26/f985c2c4-30a3-4d66-9727-2c8c06bad82e1682518371013MITVANADayCreamwithUVProtectionwithHIBISCUSLICORICE1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22911482/2023/4/26/f985c2c4-30a3-4d66-9727-2c8c06bad82e1682518371013MITVANADayCreamwithUVProtectionwithHIBISCUSLICORICE1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22911482/2023/4/26/f985c2c4-30a3-4d66-9727-2c8c06bad82e1682518371013MITVANADayCreamwithUVProtectionwithHIBISCUSLICORICE1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22911482/2023/4/26/f985c2c4-30a3-4d66-9727-2c8c06bad82e1682518371013MITVANADayCreamwithUVProtectionwithHIBISCUSLICORICE1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22911482/2023/4/26/f985c2c4-30a3-4d66-9727-2c8c06bad82e1682518371013MITVANADayCreamwithUVProtectionwithHIBISCUSLICORICE1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22911482/2023/4/26/f985c2c4-30a3-4d66-9727-2c8c06bad82e1682518371013MITVANADayCreamwithUVProtectionwithHIBISCUSLICORICE1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22911482/2023/4/26/f985c2c4-30a3-4d66-9727-2c8c06bad82e1682518371013MITVANADayCreamwithUVProtectionwithHIBISCUSLICORICE1.jpg",-,671,799,0,0,"16",MITVANA,https://www.myntra.com/face-moisturisers/mitvana/-mitvana-day-cream-with-uv-protection---100gm/22911482/buy
538,Born To Glow Highlighter - 01,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22838172/2023/4/27/d29c6181-1f79-4b3e-89e2-c5983e67056e1682576345036NYXPROFESSIONALMAKEUPPowderPuffMatteLippieCream12ml-SquadGoa1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22838172/2023/4/27/d29c6181-1f79-4b3e-89e2-c5983e67056e1682576345036NYXPROFESSIONALMAKEUPPowderPuffMatteLippieCream12ml-SquadGoa1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22838172/2023/4/27/d29c6181-1f79-4b3e-89e2-c5983e67056e1682576345036NYXPROFESSIONALMAKEUPPowderPuffMatteLippieCream12ml-SquadGoa1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22838172/2023/4/27/d29c6181-1f79-4b3e-89e2-c5983e67056e1682576345036NYXPROFESSIONALMAKEUPPowderPuffMatteLippieCream12ml-SquadGoa1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22838172/2023/4/27/d29c6181-1f79-4b3e-89e2-c5983e67056e1682576345036NYXPROFESSIONALMAKEUPPowderPuffMatteLippieCream12ml-SquadGoa1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22838172/2023/4/27/d29c6181-1f79-4b3e-89e2-c5983e67056e1682576345036NYXPROFESSIONALMAKEUPPowderPuffMatteLippieCream12ml-SquadGoa1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22838172/2023/4/27/d29c6181-1f79-4b3e-89e2-c5983e67056e1682576345036NYXPROFESSIONALMAKEUPPowderPuffMatteLippieCream12ml-SquadGoa1.jpg",-,850,850,0,0,"0",NYX PROFESSIONAL MAKEUP,https://www.myntra.com/highlighter-and-blush/nyx-professional-makeup/nyx-professional-makeup-born-to-glow-liquid-illuminator-highlighter-18ml---sunbeam-01/22838172/buy
539,Set of 2 Coffee Body Scrub,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22916952/2023/4/28/7a7e4482-0b61-4a23-899f-84c9f32454111682675226900MCaffeineSetof2CreamyCoffeeAlmondMoisturizingBodyScrub-200ge1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22916952/2023/4/28/7a7e4482-0b61-4a23-899f-84c9f32454111682675226900MCaffeineSetof2CreamyCoffeeAlmondMoisturizingBodyScrub-200ge1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22916952/2023/4/28/7a7e4482-0b61-4a23-899f-84c9f32454111682675226900MCaffeineSetof2CreamyCoffeeAlmondMoisturizingBodyScrub-200ge1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22916952/2023/4/28/7a7e4482-0b61-4a23-899f-84c9f32454111682675226900MCaffeineSetof2CreamyCoffeeAlmondMoisturizingBodyScrub-200ge1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22916952/2023/4/28/7a7e4482-0b61-4a23-899f-84c9f32454111682675226900MCaffeineSetof2CreamyCoffeeAlmondMoisturizingBodyScrub-200ge1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22916952/2023/4/28/7a7e4482-0b61-4a23-899f-84c9f32454111682675226900MCaffeineSetof2CreamyCoffeeAlmondMoisturizingBodyScrub-200ge1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22916952/2023/4/28/7a7e4482-0b61-4a23-899f-84c9f32454111682675226900MCaffeineSetof2CreamyCoffeeAlmondMoisturizingBodyScrub-200ge1.jpg",-,898,898,4.5,83,"0",MCaffeine,https://www.myntra.com/body-wash-and-scrub/mcaffeine/mcaffeine-set-of-2-creamy-coffee--almond-moisturizing-body-scrub---200-g-each/22916952/buy
540,Correct Contour Concealer,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22838202/2023/4/27/677f5f6d-6bad-47b2-b260-c9534fc1ca011682576392878NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22838202/2023/4/27/677f5f6d-6bad-47b2-b260-c9534fc1ca011682576392878NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22838202/2023/4/27/677f5f6d-6bad-47b2-b260-c9534fc1ca011682576392878NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22838202/2023/4/27/677f5f6d-6bad-47b2-b260-c9534fc1ca011682576392878NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22838202/2023/4/27/677f5f6d-6bad-47b2-b260-c9534fc1ca011682576392878NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22838202/2023/4/27/677f5f6d-6bad-47b2-b260-c9534fc1ca011682576392878NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22838202/2023/4/27/677f5f6d-6bad-47b2-b260-c9534fc1ca011682576392878NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg",-,1325,1325,0,0,"0",NYX PROFESSIONAL MAKEUP,https://www.myntra.com/concealer/nyx-professional-makeup/nyx-professional-makeup-conceal-correct-contour-palette---moyen-3cp02/22838202/buy
541,Cant Stop Wont Stop Compact-04,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22838218/2023/4/27/1bfcb266-bf3a-4743-8ab6-623998df97531682576358408NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22838218/2023/4/27/1bfcb266-bf3a-4743-8ab6-623998df97531682576358408NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22838218/2023/4/27/1bfcb266-bf3a-4743-8ab6-623998df97531682576358408NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22838218/2023/4/27/1bfcb266-bf3a-4743-8ab6-623998df97531682576358408NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22838218/2023/4/27/1bfcb266-bf3a-4743-8ab6-623998df97531682576358408NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22838218/2023/4/27/1bfcb266-bf3a-4743-8ab6-623998df97531682576358408NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22838218/2023/4/27/1bfcb266-bf3a-4743-8ab6-623998df97531682576358408NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg",-,850,850,0,0,"0",NYX PROFESSIONAL MAKEUP,https://www.myntra.com/compact/nyx-professional-makeup/nyx-professional-makeup-cant-stop-wont-stop-mattifying-powder-compact---medium-04/22838218/buy
542,BB Cream With Face Serum,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22911940/2023/4/26/adcc5566-7753-4e38-8e20-57f94b273dde1682512168498BBandCCCream1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22911940/2023/4/26/adcc5566-7753-4e38-8e20-57f94b273dde1682512168498BBandCCCream1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22911940/2023/4/26/adcc5566-7753-4e38-8e20-57f94b273dde1682512168498BBandCCCream1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22911940/2023/4/26/adcc5566-7753-4e38-8e20-57f94b273dde1682512168498BBandCCCream1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22911940/2023/4/26/adcc5566-7753-4e38-8e20-57f94b273dde1682512168498BBandCCCream1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22911940/2023/4/26/adcc5566-7753-4e38-8e20-57f94b273dde1682512168498BBandCCCream1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22911940/2023/4/26/adcc5566-7753-4e38-8e20-57f94b273dde1682512168498BBandCCCream1.jpg",-,585,900,0,0,"35",TNW the natural wash,https://www.myntra.com/bb-and-cc-cream/tnw-the-natural-wash/tnw-the-natural-wash-bb-cream-with-face-serum--medium-02/22911940/buy
543,Butter Lip Gloss 8ml,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22701718/2023/4/27/13cf7ed4-f45f-462d-8050-9a53f92d03b91682576346588NYXPROFESSIONALMAKEUPButterGlossNon-StickyLipGloss8ml-Vanill1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22701718/2023/4/27/13cf7ed4-f45f-462d-8050-9a53f92d03b91682576346588NYXPROFESSIONALMAKEUPButterGlossNon-StickyLipGloss8ml-Vanill1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22701718/2023/4/27/13cf7ed4-f45f-462d-8050-9a53f92d03b91682576346588NYXPROFESSIONALMAKEUPButterGlossNon-StickyLipGloss8ml-Vanill1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22701718/2023/4/27/13cf7ed4-f45f-462d-8050-9a53f92d03b91682576346588NYXPROFESSIONALMAKEUPButterGlossNon-StickyLipGloss8ml-Vanill1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22701718/2023/4/27/13cf7ed4-f45f-462d-8050-9a53f92d03b91682576346588NYXPROFESSIONALMAKEUPButterGlossNon-StickyLipGloss8ml-Vanill1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22701718/2023/4/27/13cf7ed4-f45f-462d-8050-9a53f92d03b91682576346588NYXPROFESSIONALMAKEUPButterGlossNon-StickyLipGloss8ml-Vanill1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22701718/2023/4/27/13cf7ed4-f45f-462d-8050-9a53f92d03b91682576346588NYXPROFESSIONALMAKEUPButterGlossNon-StickyLipGloss8ml-Vanill1.jpg",-,550,550,0,0,"0",NYX PROFESSIONAL MAKEUP,https://www.myntra.com/lip-gloss/nyx-professional-makeup/nyx-professional-makeup-butter-gloss-non-sticky-lip-gloss-8ml---vanilla-cream-pie/22701718/buy
544,Lingerie XXL Lipstick - 23,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22701746/2023/4/28/c9fb625c-d42d-448f-a28c-ccc6f27fc34e1682663420833HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22701746/2023/4/28/c9fb625c-d42d-448f-a28c-ccc6f27fc34e1682663420833HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22701746/2023/4/28/c9fb625c-d42d-448f-a28c-ccc6f27fc34e1682663420833HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22701746/2023/4/28/c9fb625c-d42d-448f-a28c-ccc6f27fc34e1682663420833HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22701746/2023/4/28/c9fb625c-d42d-448f-a28c-ccc6f27fc34e1682663420833HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22701746/2023/4/28/c9fb625c-d42d-448f-a28c-ccc6f27fc34e1682663420833HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22701746/2023/4/28/c9fb625c-d42d-448f-a28c-ccc6f27fc34e1682663420833HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg",-,899,899,0,0,"0",NYX PROFESSIONAL MAKEUP,https://www.myntra.com/lipstick/nyx-professional-makeup/nyx-professional-makeup-lip-lingerie-xxl-matte-liquid-lipstick-4-ml---its-hotter-23/22701746/buy
545,Body Wash With Body Spray,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22820648/2023/4/19/35987ed3-6279-4d6f-aebf-19a1b68e863d1681901407174BodyWashandScrub1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22820648/2023/4/19/35987ed3-6279-4d6f-aebf-19a1b68e863d1681901407174BodyWashandScrub1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22820648/2023/4/19/35987ed3-6279-4d6f-aebf-19a1b68e863d1681901407174BodyWashandScrub1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22820648/2023/4/19/35987ed3-6279-4d6f-aebf-19a1b68e863d1681901407174BodyWashandScrub1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22820648/2023/4/19/35987ed3-6279-4d6f-aebf-19a1b68e863d1681901407174BodyWashandScrub1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22820648/2023/4/19/35987ed3-6279-4d6f-aebf-19a1b68e863d1681901407174BodyWashandScrub1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22820648/2023/4/19/35987ed3-6279-4d6f-aebf-19a1b68e863d1681901407174BodyWashandScrub1.jpg",-,514,514,0,0,"0",FRENCH ESSENCE,https://www.myntra.com/bath-and-body-gift-set/french-essence/french-essence-body-wash-with-body-spray/22820648/buy
546,BB Cream & Green Tea Face Wash,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22911930/2023/4/27/9e769d46-1bcb-4b2d-8c05-a55290f819cf1682568556695BBandCCCream1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22911930/2023/4/27/9e769d46-1bcb-4b2d-8c05-a55290f819cf1682568556695BBandCCCream1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22911930/2023/4/27/9e769d46-1bcb-4b2d-8c05-a55290f819cf1682568556695BBandCCCream1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22911930/2023/4/27/9e769d46-1bcb-4b2d-8c05-a55290f819cf1682568556695BBandCCCream1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22911930/2023/4/27/9e769d46-1bcb-4b2d-8c05-a55290f819cf1682568556695BBandCCCream1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22911930/2023/4/27/9e769d46-1bcb-4b2d-8c05-a55290f819cf1682568556695BBandCCCream1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22911930/2023/4/27/9e769d46-1bcb-4b2d-8c05-a55290f819cf1682568556695BBandCCCream1.jpg",-,477,735,0,0,"35",TNW the natural wash,https://www.myntra.com/bb-and-cc-cream/tnw-the-natural-wash/tnw-the-natural-wash-set-of-bb-cream--green-tea-face-wash---30ml100ml/22911930/buy
547,Set Of 2 Green Tea Face Serum,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22916876/2023/4/28/d173607a-c44c-4f70-bdd5-22cfe33f40f71682675215212MCaffeineSetOf2GreenTeaFaceSerumWithMulti-Peptides-30mlEach1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22916876/2023/4/28/d173607a-c44c-4f70-bdd5-22cfe33f40f71682675215212MCaffeineSetOf2GreenTeaFaceSerumWithMulti-Peptides-30mlEach1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22916876/2023/4/28/d173607a-c44c-4f70-bdd5-22cfe33f40f71682675215212MCaffeineSetOf2GreenTeaFaceSerumWithMulti-Peptides-30mlEach1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22916876/2023/4/28/d173607a-c44c-4f70-bdd5-22cfe33f40f71682675215212MCaffeineSetOf2GreenTeaFaceSerumWithMulti-Peptides-30mlEach1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22916876/2023/4/28/d173607a-c44c-4f70-bdd5-22cfe33f40f71682675215212MCaffeineSetOf2GreenTeaFaceSerumWithMulti-Peptides-30mlEach1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22916876/2023/4/28/d173607a-c44c-4f70-bdd5-22cfe33f40f71682675215212MCaffeineSetOf2GreenTeaFaceSerumWithMulti-Peptides-30mlEach1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22916876/2023/4/28/d173607a-c44c-4f70-bdd5-22cfe33f40f71682675215212MCaffeineSetOf2GreenTeaFaceSerumWithMulti-Peptides-30mlEach1.jpg",-,1198,1198,4.6,7,"0",MCaffeine,https://www.myntra.com/face-serum-and-gel/mcaffeine/mcaffeine-set-of-2-green-tea-face-serum-with-multi-peptides---30ml-each/22916876/buy
548,Lingerie XXL Lipstick - 21,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22701790/2023/4/28/b6df8c0e-fa4e-4bd1-ad27-593ee387f1a41682663444671HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22701790/2023/4/28/b6df8c0e-fa4e-4bd1-ad27-593ee387f1a41682663444671HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22701790/2023/4/28/b6df8c0e-fa4e-4bd1-ad27-593ee387f1a41682663444671HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22701790/2023/4/28/b6df8c0e-fa4e-4bd1-ad27-593ee387f1a41682663444671HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22701790/2023/4/28/b6df8c0e-fa4e-4bd1-ad27-593ee387f1a41682663444671HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22701790/2023/4/28/b6df8c0e-fa4e-4bd1-ad27-593ee387f1a41682663444671HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22701790/2023/4/28/b6df8c0e-fa4e-4bd1-ad27-593ee387f1a41682663444671HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg",-,899,899,0,0,"0",NYX PROFESSIONAL MAKEUP,https://www.myntra.com/lipstick/nyx-professional-makeup/nyx-professional-makeup-lip-lingerie-xxl-matte-liquid-lipstick-4-ml---stamina-21/22701790/buy
549,Rose N Roses Shower Gel,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17416986/2022/3/31/dd4a3dfa-09ae-4bff-8794-591fcae2b4871648707982298-Biotique-Unisex-Body-Wash-and-Scrub-9971648707982267-1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/17416986/2022/3/31/dd4a3dfa-09ae-4bff-8794-591fcae2b4871648707982298-Biotique-Unisex-Body-Wash-and-Scrub-9971648707982267-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/17416986/2022/3/31/dd4a3dfa-09ae-4bff-8794-591fcae2b4871648707982298-Biotique-Unisex-Body-Wash-and-Scrub-9971648707982267-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/17416986/2022/3/31/dd4a3dfa-09ae-4bff-8794-591fcae2b4871648707982298-Biotique-Unisex-Body-Wash-and-Scrub-9971648707982267-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/17416986/2022/3/31/dd4a3dfa-09ae-4bff-8794-591fcae2b4871648707982298-Biotique-Unisex-Body-Wash-and-Scrub-9971648707982267-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/17416986/2022/3/31/dd4a3dfa-09ae-4bff-8794-591fcae2b4871648707982298-Biotique-Unisex-Body-Wash-and-Scrub-9971648707982267-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/17416986/2022/3/31/dd4a3dfa-09ae-4bff-8794-591fcae2b4871648707982298-Biotique-Unisex-Body-Wash-and-Scrub-9971648707982267-1.jpg",-,199,199,0,0,"0",Biotique,https://www.myntra.com/body-wash-and-scrub/biotique/biotique-advanced-organics-rose-n-roses-glow-shower-gel---200-ml/17416986/buy
